hour,total_gen_mw,carbon_intensity,season,hour_of_day
2024-10-04 07:00:00,10144.53,555.8965994264606,Autumn,7
2024-10-04 08:00:00,11157.23,560.9546752500978,Autumn,8
2024-10-04 09:00:00,12961.22,585.0629882890038,Autumn,9
2024-10-04 10:00:00,14543.009999999998,608.0235175913987,Autumn,10
2024-10-04 11:00:00,14460.404999999999,632.3580955846994,Autumn,11
2024-10-04 12:00:00,14475.8675,640.1627283955784,Autumn,12
2024-10-04 13:00:00,14008.9725,633.7947809463076,Autumn,13
2024-10-04 14:00:00,12916.5,627.8247900577303,Autumn,14
2024-10-04 15:00:00,11685.175,622.7215453225205,Autumn,15
2024-10-04 16:00:00,11531.7675,607.2877279395225,Autumn,16
2024-10-04 17:00:00,11531.5925,580.0874914050457,Autumn,17
2024-10-04 18:00:00,11273.2925,565.6667908270157,Autumn,18
2024-10-04 19:00:00,11377.875,564.5587046023072,Autumn,19
2024-10-04 20:00:00,11151.15,566.2097560524116,Autumn,20
2024-10-04 21:00:00,10497.654999999999,563.0627853800261,Autumn,21
2024-10-04 22:00:00,9602.575,558.5391764405897,Autumn,22
2024-10-04 23:00:00,8619.7225,556.4318994721921,Autumn,23
2024-10-05 00:00:00,7608.74,554.4749411492724,Autumn,0
2024-10-05 01:00:00,6623.21,557.7731236481858,Autumn,1
2024-10-05 02:00:00,6010.28,548.4281931066774,Autumn,2
2024-10-05 03:00:00,5487.305,531.5604556292044,Autumn,3
2024-10-05 04:00:00,5416.6925,546.6091583279772,Autumn,4
2024-10-05 05:00:00,5796.672500000001,566.465246314623,Autumn,5
2024-10-05 06:00:00,6562.945,586.8504843230226,Autumn,6
2024-10-05 07:00:00,6970.3575,591.4436435690156,Autumn,7
2024-10-05 08:00:00,8018.875,594.735192840135,Autumn,8
2024-10-05 09:00:00,9935.985,611.2713836103685,Autumn,9
2024-10-05 10:00:00,11608.599999999999,620.3761007594346,Autumn,10
2024-10-05 11:00:00,13359.462500000001,620.4510198438124,Autumn,11
2024-10-05 12:00:00,14379.330000000002,620.2006917351088,Autumn,12
2024-10-05 13:00:00,14194.5175,618.227174569609,Autumn,13
2024-10-05 14:00:00,13506.505000000001,614.6812609706642,Autumn,14
2024-10-05 15:00:00,12392.8925,609.7347472907322,Autumn,15
2024-10-05 16:00:00,11138.5375,599.5756786624493,Autumn,16
2024-10-05 17:00:00,11123.26,577.2589887496398,Autumn,17
2024-10-05 18:00:00,12094.365,536.9484463998454,Autumn,18
2024-10-05 19:00:00,12846.717499999999,504.1618178913928,Autumn,19
2024-10-05 20:00:00,13114.4525,479.76232315661423,Autumn,20
2024-10-05 21:00:00,11914.107499999998,459.5518706788228,Autumn,21
2024-10-05 22:00:00,10759.345000000001,426.20972085544156,Autumn,22
2024-10-05 23:00:00,9446.3725,394.0206891014258,Autumn,23
2024-10-06 00:00:00,8077.8475,362.80542340840265,Autumn,0
2024-10-06 01:00:00,7630.0,344.3748137619953,Autumn,1
2024-10-06 02:00:00,6979.725,351.0176972365676,Autumn,2
2024-10-06 03:00:00,6847.137500000001,369.33810816911915,Autumn,3
2024-10-06 04:00:00,6758.5575,358.5320250076997,Autumn,4
2024-10-06 05:00:00,7114.09,338.1317240035058,Autumn,5
2024-10-06 06:00:00,7641.8775000000005,329.68043764016375,Autumn,6
2024-10-06 07:00:00,8090.307500000001,349.36302248333504,Autumn,7
2024-10-06 08:00:00,8511.5325,367.02625460168787,Autumn,8
2024-10-06 09:00:00,9557.1275,417.02336910642464,Autumn,9
2024-10-06 10:00:00,11225.65,449.6131886402283,Autumn,10
2024-10-06 11:00:00,12585.127499999999,479.54781093830525,Autumn,11
2024-10-06 12:00:00,14166.3575,482.74089079292816,Autumn,12
2024-10-06 13:00:00,14412.0625,496.02551705717036,Autumn,13
2024-10-06 14:00:00,14079.2025,513.7269100758823,Autumn,14
2024-10-06 15:00:00,13341.7575,506.7056896244261,Autumn,15
2024-10-06 16:00:00,12770.895,463.36933924066255,Autumn,16
2024-10-06 17:00:00,11820.8375,421.2254313589035,Autumn,17
2024-10-06 18:00:00,11305.325,393.92359649737756,Autumn,18
2024-10-06 19:00:00,11253.345,380.0238564264912,Autumn,19
2024-10-06 20:00:00,11137.529999999999,368.5130840080958,Autumn,20
2024-10-06 21:00:00,10546.46,354.8249291563881,Autumn,21
2024-10-06 22:00:00,9939.785,347.9504064495113,Autumn,22
2024-10-06 23:00:00,9272.4,332.38011965894776,Autumn,23
2024-10-07 00:00:00,8724.3525,318.9937990635003,Autumn,0
2024-10-07 01:00:00,8603.02,301.8110932688853,Autumn,1
2024-10-07 02:00:00,8900.6725,284.1778439829592,Autumn,2
2024-10-07 03:00:00,9125.125,274.02652916422153,Autumn,3
2024-10-07 04:00:00,9816.4975,280.02077892173327,Autumn,4
2024-10-07 05:00:00,10450.6775,292.0539417931289,Autumn,5
2024-10-07 06:00:00,11409.825,318.29266148854094,Autumn,6
2024-10-07 07:00:00,12376.4525,358.2948759932903,Autumn,7
2024-10-07 08:00:00,12517.605,389.43442878862095,Autumn,8
2024-10-07 09:00:00,12973.0825,421.65282499422364,Autumn,9
2024-10-07 10:00:00,13800.1275,460.26914842215933,Autumn,10
2024-10-07 11:00:00,15297.9625,481.2607539578923,Autumn,11
2024-10-07 12:00:00,16347.557499999999,490.4209166585259,Autumn,12
2024-10-07 13:00:00,15948.7025,510.93656875660594,Autumn,13
2024-10-07 14:00:00,14633.12,516.0303799951878,Autumn,14
2024-10-07 15:00:00,12801.744999999999,535.6358116771087,Autumn,15
2024-10-07 16:00:00,12212.9725,544.2231163225415,Autumn,16
2024-10-07 17:00:00,12681.365,549.6919451062453,Autumn,17
2024-10-07 18:00:00,13951.78,533.4980453484997,Autumn,18
2024-10-07 19:00:00,14201.035,525.0430776901599,Autumn,19
2024-10-07 20:00:00,14071.83,527.0941275626883,Autumn,20
2024-10-07 21:00:00,12228.27,523.5963114922324,Autumn,21
2024-10-07 22:00:00,10030.165,521.9960025591956,Autumn,22
2024-10-07 23:00:00,8986.53,506.8608787219873,Autumn,23
